cleaned_name,occurrences,correct_name
barroso,117,Barroso
macapá,117,Macapa
ibaiti,117,Ibaiti
portao,117,Portao
pariquera-acu,116,Pariquera-Acu
ibate,116,Ibate
tanabi,116,Tanabi
buritama,116,Buritama
turmalina,116,Turmalina
saofranciscodepaula,116,Sao Francisco De Paula
pompeu,116,Pompeu
baependi,116,Baependi
sacramento,116,Sacramento
saolourencodamata,116,Sao Lourenco Da Mata
timon,116,Timon
tresdemaio,116,Tres De Maio
jacupiranga,115,Jacupiranga
riopomba,115,Rio Pomba
espinosa,115,Espinosa
santoamarodaimperatriz,115,Santo Amaro Da Imperatriz
rionegrinho,115,Rio Negrinho
duartina,114,Duartina
nilópolis,114,Nilopolis
conselheiropena,114,Conselheiro Pena
carandai,114,Carandai
diasd'avila,114,Dias D'Ávila
aguaslindasdegoias,114,Águas Lindas De Goias
uruacu,114,Uruacu
ji-paraná,114,Ji-Parana
ubirata,114,Ubirata
colina,113,Colina
doiscorregos,113,Dois Corregos
lucelia,113,Lucelia
bezerros,113,Bezerros
piraporadobomjesus,112,Pirapora Do Bom Jesus
tupipaulista,112,Tupi Paulista
luz,112,Luz
juatuba,112,Juatuba
prata,112,Prata
lagarto,112,Lagarto
trespassos,112,Tres Passos
ipua,111,Ipua
pradopolis,111,Pradopolis
junqueiropolis,111,Junqueiropolis
jussara,111,Jussara
ceres,111,Ceres
saolourencodooeste,111,Sao Lourenco Do Oeste
biritiba-mirim,110,Biritiba Mirim
caconde,110,Caconde
bicas,110,Bicas
esperafeliz,110,Espera Feliz
lambari,110,Lambari
itapipoca,110,Itapipoca
senadorcanedo,110,Senador Canedo
silvajardim,109,Silva Jardim
armaçaodosbúzios,109,Armacao Dos Buzios
carmodocajuru,109,Carmo Do Cajuru
paraopeba,109,Paraopeba
ribeiradopombal,109,Ribeira Do Pombal
carpina,109,Carpina
saojoaquim,109,Sao Joaquim
bagé,109,Bage
aracariguama,108,Aracariguama
itatinga,108,Itatinga
ipojuca,108,Ipojuca
inhumas,108,Inhumas
paranaguá,108,Paranagua
imbe,108,Imbe
terraroxa,107,Terra Roxa
piumhii,107,CHECK_MANUALLY
araxá,107,Araxa
tupaciguara,107,Tupaciguara
cesariolange,106,Cesario Lange
regentefeijo,106,Regente Feijo
natividade,106,Natividade
saojoaquimdebicas,106,Sao Joaquim De Bicas
itapecerica,106,Itapecerica
abaete,106,Abaete
ibia,106,Ibia
pimentabueno,106,Pimenta Bueno
bituruna,106,Bituruna
monteaprazivel,105,Monte Aprazivel
piranhas,105,Piranhas
santarita,105,Santa Rita
saoluisdemontesbelos,105,Sao Luis De Montes Belos
niquelandia,105,Niquelandia
riopardo,105,Rio Pardo
barradesaojoao,104,Barra de Sao Joao
barradocorda,104,Barra Do Corda
taguatinga,104,Taguatinga
miracatu,103,Miracatu
piuma,103,Piuma
santateresa,103,Santa Teresa
muzambinho,103,Muzambinho
novaesperanca,103,Nova Esperanca
ibotirama,103,Ibotirama
jijocadejericoacoara,103,Jijoca De Jericoacoara
paranaiba,103,Paranaiba
araucária,103,Araucaria
chopinzinho,103,Chopinzinho
astorga,103,Astorga
ilhacomprida,102,Ilha Comprida
campanha,102,Campanha
campoformoso,102,Campo Formoso
confresa,102,Confresa
amambai,102,Amambai
barravelha,102,Barra Velha
capivaridebaixo,102,Capivari De Baixo
cangucu,102,Cangucu
magé,101,Mage
saodomingos,101,Sao Domingos
camposgerais,101,Campos Gerais
wenceslaubraz,101,Wenceslau Braz
santoamaro,101,Santo Amaro
xinguara,101,Xinguara
ivinhema,101,Ivinhema
pirai,100,Pirai
guacui,100,Guacui
sabará,100,Sabara
muriaé,100,Muriae
ouropretodooeste,100,Ouro Preto Do Oeste
jaciara,100,Jaciara
guara,99,Guara
borborema,99,Borborema
bocaiuva,99,Bocaiuva
itaobim,99,Itaobim
belojardim,99,Belo Jardim
guarabira,99,Guarabira
saobento,99,Sao Bento
aracati,99,Aracati
quatrobarras,99,Quatro Barras
siqueiracampos,99,Siqueira Campos
saomigueldoiguacu,99,Sao Miguel Do Iguacu
guabiruba,99,Guabiruba
angatuba,98,Angatuba
itapoa,98,Itapoa
miguelopolis,97,Miguelopolis
itaúna,97,Itauna
pirapetinga,97,Pirapetinga
realeza,97,Realeza
itamonte,97,Itamonte
camanducaia,97,Camanducaia
pedraazul,97,Pedra Azul
pocoes,97,Pocoes
canavieiras,97,Canavieiras
mirassold'oeste,97,Mirassol D'Oeste
riobrilhante,97,Rio Brilhante
cambara,97,Cambara
seara,97,Seara
arroiodomeio,97,Arroio Do Meio
serafinacorrea,97,Serafina Correa
penedo,96,Penedo
porciuncula,96,Porciuncula
divino,96,Divino
nepomuceno,96,Nepomuceno
conceicaodasalagoas,96,Conceicao Das Alagoas
medina,96,Medina
igarassu,96,Igarassu
jardim,96,Jardim
xangri-la,96,Xangri-La
cacapavadosul,96,Cacapava Do Sul
charqueada,95,Charqueada
carmodorioclaro,95,Carmo Do Rio Claro
bomsucesso,95,Bom Sucesso
capitolio,95,Capitolio
campinaverde,95,Campina Verde
saojosederibamar,95,Sao Jose De Ribamar
acailandia,95,Acailandia
rubiataba,95,Rubiataba
sapezal,95,Sapezal
terrarica,95,Terra Rica
novapetropolis,95,Nova Petropolis
cerrolargo,95,Cerro Largo
itaboraí,94,Itaborai
italva,94,Italva
joaoneiva,94,Joao Neiva
pinheiros,94,Pinheiros
resplendor,94,Resplendor
montesantodeminas,94,Monte Santo De Minas
jequitinhonha,94,Jequitinhonha
breves,94,Breves
minacu,94,Minacu
barradobugres,94,Barra Do Bugres
andira,94,Andira
paicandu,94,Paicandu
cruzeirodooeste,94,Cruzeiro Do Oeste
saojosedonorte,94,Sao Jose Do Norte
tupancireta,94,Tupancireta
mogi-mirim,93,Mogi Mirim
presidentebernardes,93,Presidente Bernardes
quata,93,Quata
itapemirim,93,Itapemirim
passaquatro,93,Passa Quatro
ipira,93,Ipira
livramentodenossasenhora,93,Livramento De Nossa Senhora
santamariadavitoria,93,Santa Maria Da Vitoria
limoeiro,93,Limoeiro
conceicaodoaraguaia,93,Conceicao Do Araguaia
trescoroas,93,Tres Coroas
feliz,93,Feliz
guapiacu,92,Guapiacu
ipero,92,Ipero
paranapanema,92,Paranapanema
inhapim,92,Inhapim
areado,92,Areado
casanova,92,Casa Nova
araripina,92,Araripina
triunfo,92,Triunfo
santacecilia,92,Santa Cecilia
sousa,92,Sousa
chapadinha,92,Chapadinha
vilarica,92,Vila Rica
ampere,92,Ampere
portobelo,92,Porto Belo
ibirama,92,Ibirama
espumoso,92,Espumoso
saolourencodaserra,91,Sao Lourenco Da Serra
tambau,91,Tambau
auriflama,91,Auriflama
buri,91,Buri
ibatiba,91,Ibatiba
lajinha,91,Lajinha
alpinopolis,91,Alpinopolis
buritizeiro,91,Buritizeiro
ipameri,91,Ipameri
arapoti,91,Arapoti
santaterezinhadeitaipu,91,Santa Terezinha De Itaipu
encruzilhadadosul,91,Encruzilhada Do Sul
casca,91,Casca
birigüi,90,Birigui
alvaresmachado,90,Álvares Machado
entrerios,90,Entre Rios
matadesaojoao,90,Mata De Sao Joao
jaru,90,Jaru
saosebastiaodocai,90,Sao Sebastiao Do Cai
saojosedalapa,89,Sao Jose Da Lapa
perdoes,89,Perdoes
campestre,89,Campestre
arinos,89,Arinos
corinto,89,Corinto
porteirinha,89,Porteirinha
itambacuri,89,Itambacuri
ilhéus,89,Ilheus
pesqueira,89,Pesqueira
saojoao,89,Sao Joao
palmares,89,Palmares
surubim,89,Surubim
camocim,89,Camocim
russas,89,Russas
canaadoscarajas,89,Canaa Dos Carajas
colinasdotocantins,89,Colinas Do Tocantins
juquia,88,Juquia
cabreuva,88,Cabreuva
tapiratiba,88,Tapiratiba
ipaussu,88,Ipaussu
taruma,88,Taruma
timóteo,88,Timoteo
limaduarte,88,Lima Duarte
saogoncalodosapucai,88,Sao Goncalo Do Sapucai
conceicaodocoite,88,Conceicao Do Coite
escada,88,Escada
avaré,87,Avare
mirantedoparanapanema,87,Mirante Do Paranapanema
aperibe,87,Aperibe
raulsoares,87,Raul Soares
jaiba,87,Jaiba
cabedelo,87,Cabedelo
curraisnovos,87,Currais Novos
tiangua,87,Tiangua
novasantarita,87,Nova Santa Rita
piraidosul,87,Pirai Do Sul
hervald'oeste,87,Herval D'Oeste
jaguariúna,86,Jaguariuna
luisantonio,86,Luis Antonio
badybassitt,86,Bady Bassitt
areal,86,Areal
doresdoindaia,86,Dores Do Indaia
eloimendes,86,Eloi Mendes
brasiliademinas,86,Brasilia De Minas
saojoaoevangelista,86,Sao Joao Evangelista
camposbelos,86,Campos Belos
santaadelia,85,Santa Adelia
parapua,85,Parapua
maracai,85,Maracai
paraty,85,Paraty
santanadoparaiso,85,Santana Do Paraiso
mardeespanha,85,Mar De Espanha
capimgrosso,85,Capim Grosso
saofelixdoxingu,85,Sao Felix Do Xingu
cameta,85,Cameta
itapiranga,85,Itapiranga
valparaísodegoiás,85,Valparaiso De Goias
sidrolandia,85,Sidrolandia
turvo,85,Turvo
novalondrina,85,Nova Londrina
eldorado,84,Eldorado
santabarbaradoeste,84,Santa Barbara D'Oeste
taguai,84,Taguai
itapagipe,84,Itapagipe
presidentedutra,84,Presidente Dutra
euclidesdacunha,84,Euclides Da Cunha
pinhao,84,Pinhao
bayeux,84,Bayeux
bananal,83,Bananal
guaíra,83,Guaira
guaraci,83,Guaraci
bernardinodecampos,83,Bernardino De Campos
raposos,83,Raposos
viçosa,83,Vicosa
guaranesia,83,Guaranesia
aguasformosas,83,Águas Formosas
mundonovo,83,Mundo Novo
crateus,83,Crateus
rioverdedematogrosso,83,Rio Verde De Mato Grosso
caarapo,83,Caarapo
imbituva,83,Imbituva
catanduvas,83,Catanduvas
ijuí,83,Ijui
tabatinga,82,Tabatinga
igaracudotiete,82,Igaracu Do Tiete
lençóispaulista,82,Lencois Paulista
chavantes,82,Chavantes
entreriosdeminas,82,Entre Rios De Minas
manhuaçu,82,Manhuacu
unaí,82,Unai
lagoagrande,82,Lagoa Grande
amargosa,82,Amargosa
marituba,82,Marituba
colniza,82,Colniza
porecatu,82,Porecatu
faxinal,82,Faxinal
mandaguacu,82,Mandaguacu
otaciliocosta,82,Otacilio Costa
presidentegetulio,82,Presidente Getulio
bomprincipio,82,Bom Principio
sananduva,82,Sananduva
getuliovargas,82,Getulio Vargas
mongaguá,81,Mongagua
eliasfausto,81,Elias Fausto
tabapua,81,Tabapua
engenheiropaulodefrontin,81,Engenheiro Paulo De Frontin
mimosodosul,81,Mimoso Do Sul
malacacheta,81,Malacacheta
piripiri,81,Piripiri
araputanga,81,Araputanga
peixotodeazevedo,81,Peixoto De Azevedo
bataguassu,81,Bataguassu
orleans,81,Orleans
rolante,81,Rolante
cananeia,80,Cananeia
cordeiropolis,80,Cordeiropolis
itirapina,80,Itirapina
cedral,80,Cedral
pirangi,80,Pirangi
ibirité,80,Ibirite
lagoaformosa,80,Lagoa Formosa
caetite,80,Caetite
palmeiradosindios,80,Palmeira Dos Índios
eusebio,80,Eusebio
pedreiras,80,Pedreiras
telêmacoborba,80,Telemaco Borba
iracemapolis,79,Iracemapolis
portoreal,79,Porto Real
santamariamadalena,79,Santa Maria Madalena
afonsoclaudio,79,Afonso Claudio
santajuliana,79,Santa Juliana
carloschagas,79,Carlos Chagas
altoaraguaia,79,Alto Araguaia
trêslagoas,79,Tres Lagoas
carambei,79,Carambei
araquari,79,Araquari
papanduva,79,Papanduva
salesopolis,78,Salesopolis
novocruzeiro,78,Novo Cruzeiro
ouricuri,78,Ouricuri
jaragua,78,Jaragua
ouroeste,77,Ouroeste
fernandópolis,77,Fernandopolis
pacaembu,77,Pacaembu
valença,77,Valenca
domingosmartins,77,Domingos Martins
floresta,77,Floresta
doresdecampos,77,Dores De Campos
serro,77,Serro
ipiau,77,Ipiau
petrolandia,77,Petrolandia
piresdorio,77,Pires Do Rio
querencia,77,Querencia
santoantoniodosudoeste,77,Santo Antonio Do Sudoeste
balneariopicarras,77,Balneario Picarras
pousoredondo,77,Pouso Redondo
trescachoeiras,77,Tres Cachoeiras
candelaria,77,Candelaria
saofranciscodeassis,77,Sao Francisco De Assis
santoaugusto,77,Santo Augusto
saobentodosapucai,76,Sao Bento Do Sapucai
saojosédoriopardo,76,Sao Jose Do Rio Pardo
piratininga,76,Piratininga
capeladoalto,76,Capela Do Alto
itabera,76,Itabera
itaguaí,76,Itaguai
trêsrios,76,Tres Rios
oeiras,76,Oeiras
buriticupu,76,Buriticupu
novaaurora,76,Nova Aurora
jataí,76,Jatai
saomigueldoaraguaia,76,Sao Miguel Do Araguaia
colider,76,Colider
jandaiadosul,76,Jandaia Do Sul
urussanga,76,Urussanga
taio,76,Taio
santocristo,76,Santo Cristo
santabranca,75,Santa Branca
urupes,75,Urupes
jaguare,75,Jaguare
rioacima,75,Rio Acima
astolfodutra,75,Astolfo Dutra
saoroquedeminas,75,Sao Roque De Minas
patrocínio,75,Patrocinio
barra,75,Barra
quixada,75,Quixada
pinheiro,75,Pinheiro
rondondopara,75,Rondon Do Para
comodoro,75,Comodoro
cambé,75,Cambe
correiapinto,75,Correia Pinto
antonioprado,75,Antonio Prado
juliodecastilhos,75,Julio De Castilhos
olímpia,74,Olimpia
riocasca,74,Rio Casca
ervalia,74,Ervalia
cruzilia,74,Cruzilia
capinopolis,74,Capinopolis
montealegredeminas,74,Monte Alegre De Minas
mucuri,74,Mucuri
itabela,74,Itabela
araruna,74,Araruna
itapuranga,74,Itapuranga
corumbá,74,Corumba
reserva,74,Reserva
peabiru,74,Peabiru
saosepe,74,Sao Sepe
quarai,74,Quarai
caçapava,73,Cacapava
generalsalgado,73,General Salgado
itapui,73,Itapui
maricá,73,Marica
parádeminas,73,Para De Minas
nazare,73,Nazare
jaguaquara,73,Jaguaquara
jeremoabo,73,Jeremoabo
várzeagrande,73,Varzea Grande
tocantinopolis,73,Tocantinopolis
barradogarças,73,Barra Do Garcas
joaquimtavora,73,Joaquim Tavora
saojosedocedro,73,Sao Jose Do Cedro
saojeronimo,73,Sao Jeronimo
cambuquira,72,Cambuquira
camacan,72,Camacan
saoraimundononato,72,Sao Raimundo Nonato
codo,72,Codo
santarém,72,Santarem
riobrancodosul,72,Rio Branco Do Sul
mangueirinha,72,Mangueirinha
capaodoleao,72,Capao Do Leao
arroiogrande,72,Arroio Grande
peruíbe,71,Peruibe
engenheirocoelho,71,Engenheiro Coelho
torrinha,71,Torrinha
iuna,71,Iuna
bordadamata,71,Borda Da Mata
saosebastiaodopasse,71,Sao Sebastiao Do Passe
arraiald'ajuda,71,CHECK_MANUALLY
cicerodantas,71,Cicero Dantas
santacruz,71,Santa Cruz
piracanjuba,71,Piracanjuba
rodeio,71,Rodeio
palmitos,71,Palmitos
piquete,70,Piquete
palestina,70,Palestina
matiasbarbosa,70,Matias Barbosa
afogadosdaingazeira,70,Afogados Da Ingazeira
goias,70,Goias
jaguaruna,70,Jaguaruna
cocaldosul,70,Cocal Do Sul
primavera,69,Primavera
pedrocanario,69,Pedro Canario
ipaba,69,Ipaba
perdizes,69,Perdizes
minasnovas,69,Minas Novas
pojuca,69,Pojuca
saocristovao,69,Sao Cristovao
saogoncalodoamarante,69,Sao Goncalo Do Amarante
itaberai,69,Itaberai
novasantarosa,69,Nova Santa Rosa
bocaina,68,Bocaina
montanha,68,Montanha
belooriente,68,Belo Oriente
cachoeiradocampo,68,CHECK_MANUALLY
moradanovademinas,68,Morada Nova De Minas
saodomingosdoprata,68,Sao Domingos Do Prata
tocantins,68,Tocantins
estancia,68,Estancia
barreirinhas,68,Barreirinhas
tucuma,68,Tucuma
saltodolontra,68,Salto Do Lontra
marmeleiro,68,Marmeleiro
barracao,68,Barracao
paranavaí,68,Paranavai
butia,68,Butia
tenenteportela,68,Tenente Portela
jarinu,67,Jarinu
pedregulho,67,Pedregulho
severinia,67,Severinia
valentimgentil,67,Valentim Gentil
camposaltos,67,Campos Altos
camaçari,67,Camacari
xique-xique,67,Xique-Xique
moreno,67,Moreno
paudosferros,67,Pau Dos Ferros
barbalha,67,Barbalha
brejosanto,67,Brejo Santo
altoparaisodegoias,67,Alto Paraiso De Goias
chapadaodoceu,67,Chapadao Do Ceu
espigaodooeste,67,CHECK_MANUALLY
paranatinga,67,Paranatinga
novaalvoradadosul,67,Nova Alvorada Do Sul
sertanopolis,67,Sertanopolis
campinadalagoa,67,Campina Da Lagoa
dourado,66,Dourado
divinolandia,66,Divinolandia
espíritosantodopinhal,66,Espirito Santo Do Pinhal
salesoliveira,66,Sales Oliveira
nhandeara,66,Nhandeara
panorama,66,Panorama
ecoporanga,66,Ecoporanga
andrelandia,66,Andrelandia
saolourenço,66,Sao Lourenco
araci,66,Araci
quixeramobim,66,Quixeramobim
humaita,66,Humaita
aripuana,66,Aripuana
paraisodonorte,66,Paraiso Do Norte
cambuci,65,Cambuci
carmodamata,65,Carmo Da Mata
presidenteolegario,65,Presidente Olegario
itacarambi,65,Itacarambi
riopardodeminas,65,Rio Pardo De Minas
padreparaiso,65,Padre Paraiso
santoestevao,65,Santo Estevao
santacruzcabralia,65,Santa Cruz Cabralia
ruybarbosa,65,Ruy Barbosa
remanso,65,Remanso
lajedo,65,Lajedo
grajau,65,Grajau
novoprogresso,65,Novo Progresso
coloradodooeste,65,Colorado Do Oeste
tangarádaserra,65,Tangara Da Serra
primeirodemaio,65,Primeiro De Maio
carlopolis,65,Carlopolis
saoludgero,65,Sao Ludgero
forquilhinha,65,Forquilhinha
schroeder,65,Schroeder
concórdia,65,Concordia
cidreira,65,Cidreira
arroiodosratos,65,Arroio Dos Ratos
joanopolis,64,Joanopolis
nazarepaulista,64,Nazare Paulista
quatis,64,Quatis
riobananal,64,Rio Bananal
ubá,64,Uba
trêscorações,64,Tres Coracoes
gandu,64,Gandu
luíseduardomagalhaes,64,Luis Eduardo Magalhaes
riolargo,64,Rio Largo
moradanova,64,Morada Nova
itapaci,64,Itapaci
faxinaldosguedes,64,Faxinal Dos Guedes
altinopolis,63,Altinopolis
novaeuropa,63,Nova Europa
penápolis,63,Penapolis
quintana,63,Quintana
marechalfloriano,63,Marechal Floriano
conceicaodorioverde,63,Conceicao Do Rio Verde
rioparanaiba,63,Rio Paranaiba
macaubas,63,Macaubas
inhambupe,63,Inhambupe
maranguape,63,Maranguape
cruz,63,Cruz
caiaponia,63,Caiaponia
sonora,63,Sonora
missal,63,Missal
ribeiraodopinhal,63,Ribeirao Do Pinhal
muqui,62,Muqui
saogoncalodorioabaixo,62,Sao Goncalo Do Rio Abaixo
riopiracicaba,62,Rio Piracicaba
diasd'ávila,62,Dias D'Ávila
santoantôniodejesus,62,Santo Antonio De Jesus
saobentodouna,62,Sao Bento Do Una
horizonte,62,Horizonte
portoalegredonorte,62,Porto Alegre Do Norte
mallet,62,Mallet
capitaoleonidasmarques,62,Capitao Leonidas Marques
camboriú,62,Camboriu
dionisiocerqueira,62,Dionisio Cerqueira
tapes,62,Tapes
jaguari,62,Jaguari
santoângelo,62,Santo Ângelo
floridapaulista,61,Florida Paulista
barradopiraí,61,Barra Do Pirai
montealegre,61,Monte Alegre
botelhos,61,Botelhos
medeirosneto,61,Medeiros Neto
boaviagem,61,Boa Viagem
ourilandiadonorte,61,Ourilandia Do Norte
santoantoniododescoberto,61,Santo Antonio Do Descoberto
guarai,61,Guarai
saojosedosquatromarcos,61,Sao Jose Dos Quatro Marcos
tapurah,61,Tapurah
antonina,61,Antonina
matelandia,61,Matelandia
mambore,61,Mambore
girua,61,Girua
portoxavier,61,Porto Xavier
boaesperancadosul,60,Boa Esperanca Do Sul
carapebus,60,Carapebus
papucaia,60,CHECK_MANUALLY
itaudeminas,60,Itau De Minas
pacatuba,60,Pacatuba
bomconselho,60,Bom Conselho
timbauba,60,Timbauba
saomigueldoscampos,60,Sao Miguel Dos Campos
uniaodospalmares,60,Uniao Dos Palmares
catoledorocha,60,Catole Do Rocha
mossoró,60,Mossoro
caninde,60,Caninde
parnaíba,60,Parnaiba
novogama,60,Novo Gama
ladario,60,Ladario
guaíba,60,Guaiba
novabassano,60,Nova Bassano
pinheiromachado,60,Pinheiro Machado
nevespaulista,59,Neves Paulista
ariranha,59,Ariranha
cardosomoreira,59,Cardoso Moreira
campodomeio,59,Campo Do Meio
conceicaodosouros,59,Conceicao Dos Ouros
santoantoniodojacinto,59,Santo Antonio Do Jacinto
tucano,59,Tucano
santaluz,59,Santa Luz
saojosedoegito,59,Sao Jose Do Egito
massaranduba,59,Massaranduba
campomaior,59,Campo Maior
pirenopolis,59,Pirenopolis
morretes,59,Morretes
jacintomachado,59,Jacinto Machado
mostardas,59,Mostardas
pindorama,58,Pindorama
palmarespaulista,58,Palmares Paulista
sooretama,58,Sooretama
tarumirim,58,Tarumirim
itaguara,58,Itaguara
sabinopolis,58,Sabinopolis
belmonte,58,Belmonte
cedro,58,Cedro
delmirogouveia,58,Delmiro Gouveia
macau,58,Macau
pacaja,58,Pacaja
pontalina,58,Pontalina
aparecidadotaboado,58,Aparecida Do Taboado
manoelribas,58,Manoel Ribas
lauromuller,58,Lauro Muller
abelardoluz,58,Abelardo Luz
novahartz,58,Nova Hartz
potim,57,Potim
cardoso,57,Cardoso
manduri,57,Manduri
aguasdesantabarbara,57,Águas De Santa Barbara
saojoaodoparaiso,57,Sao Joao Do Paraiso
formoso,57,Formoso
saofranciscodoconde,57,Sao Francisco Do Conde
santaterezinha,57,Santa Terezinha
coroata,57,Coroata
jacunda,57,Jacunda
chapadadosguimaraes,57,Chapada Dos Guimaraes
miranda,57,Miranda
cassilandia,57,Cassilandia
saopedrodoivai,57,Sao Pedro Do Ivai
terraboa,57,Terra Boa
trezetilias,57,Treze Tilias
paulodefaria,56,Paulo De Faria
ibira,56,Ibira
iacanga,56,Iacanga
rinopolis,56,Rinopolis
tietê,56,Tiete
rionovodosul,56,Rio Novo Do Sul
guaraciaba,56,Guaraciaba
bomjardimdeminas,56,Bom Jardim De Minas
pocofundo,56,Poco Fundo
serradosalitre,56,Serra Do Salitre
madrededeus,56,Madre De Deus
itambe,56,Itambe
camamu,56,Camamu
ubata,56,Ubata
riachodesantana,56,Riacho De Santana
tabira,56,Tabira
ipu,56,Ipu
goianira,56,Goianira
santaritadoaraguaia,56,Santa Rita Do Araguaia
corbelia,56,Corbelia
barradoribeiro,56,Barra Do Ribeiro
paraibuna,55,Paraibuna
cosmópolis,55,Cosmopolis
macaubal,55,Macaubal
cajobi,55,Cajobi
uchoa,55,Uchoa
iconha,55,Iconha
itanhomi,55,Itanhomi
papagaios,55,Papagaios
resendecosta,55,Resende Costa
mirai,55,Mirai
cachoeirademinas,55,Cachoeira De Minas
cassia,55,Cassia
planura,55,Planura
virginopolis,55,Virginopolis
esplanada,55,Esplanada
queimadas,55,Queimadas
tangara,55,Tangara
acu,55,Acu
esperantina,55,Esperantina
laranjaldojari,55,Laranjal Do Jari
altogarcas,55,Alto Garcas
iguatemi,55,Iguatemi
almirantetamandaré,55,Almirante Tamandare
itaipulandia,55,Itaipulandia
santafe,55,Santa Fe
altonia,55,Altonia
cunhapora,55,Cunha Pora
bilac,54,Bilac
paraguaçupaulista,54,Paraguacu Paulista
vargemalta,54,Vargem Alta
novaresende,54,Nova Resende
iguatama,54,Iguatama
manga,54,Manga
riachaodojacuipe,54,Riachao Do Jacuipe
maracas,54,Maracas
prado,54,Prado
belacruz,54,Bela Cruz
domeliseu,54,Dom Eliseu
santaisabeldopara,54,CHECK_MANUALLY
aragarcas,54,Aragarcas
araguaína,54,Araguaina
belavista,54,Bela Vista
douradina,54,Douradina
assai,54,Assai
ribeiraoclaro,54,Ribeirao Claro
ascurra,54,Ascurra
iporadooeste,54,Ipora Do Oeste
arroiodosal,54,Arroio Do Sal
balsamo,53,Balsamo
bofete,53,Bofete
matipo,53,Matipo
tiradentes,53,Tiradentes
santaritadosapucaí,53,Santa Rita Do Sapucai
bomrepouso,53,Bom Repouso
fronteira,53,Fronteira
monteazul,53,Monte Azul
santamariadaboavista,53,Santa Maria Da Boa Vista
acopiara,53,Acopiara
oriximina,53,Oriximina
crixas,53,Crixas
cáceres,53,Caceres
salete,53,Salete
coronelfreitas,53,Coronel Freitas
crissiumal,53,Crissiumal
aguasdaprata,52,Águas Da Prata
lindoia,52,Lindoia
icem,52,Icem
mineirosdotiete,52,Mineiros Do Tiete
duasbarras,52,Duas Barras
florestal,52,Florestal
guarani,52,Guarani
conceicaodojacuipe,52,Conceicao Do Jacuipe
barradaestiva,52,Barra Da Estiva
pacodolumiar,52,Paco Do Lumiar
estreito,52,Estreito
padrebernardo,52,Padre Bernardo
araguatins,52,Araguatins
matupa,52,Matupa
urubici,52,Urubici
salvadordosul,52,Salvador Do Sul
candiota,52,Candiota
cacequi,52,Cacequi
carmopolisdeminas,51,Carmopolis De Minas
aguasvermelhas,51,Águas Vermelhas
valente,51,Valente
hidrolandia,51,Hidrolandia
saobenedito,51,Sao Benedito
tabuleirodonorte,51,Tabuleiro Do Norte
cachoeiraalta,51,Cachoeira Alta
anicuns,51,Anicuns
campinorte,51,Campinorte
ortigueira,51,Ortigueira
clevelandia,51,Clevelandia
governadorcelsoramos,51,Governador Celso Ramos
